#SUBMITTED ID	GENE_SNAPSHOT	LOCATION_ARM	LOCATION_MAX	LOCATION_MIN	LOCATION_STRAND	NAME	SYMBOL
CG6504	Polycystic kidney disease 2 (Pkd2) encodes a calcium permeable cation channel of the transient receptor potential (TRP) family. Its roles include sperm motility, smooth muscle contraction, larval feeding behavior, detection of mechanical stimuli and cold nociception. [Date last reviewed: 2018-11-08]	2L	12402023	12398274	1	Polycystic kidney disease 2	Pkd2
CG6504	Polycystic kidney disease 2 (Pkd2) encodes a calcium permeable cation channel of the transient receptor potential (TRP) family. Its roles include sperm motility, smooth muscle contraction, larval feeding behavior, detection of mechanical stimuli and cold nociception. [Date last reviewed: 2018-11-08]	2L	12402023	12398274	1	Polycystic kidney disease 2	Pkd2
CG6509	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	11517081	11508399	-1	Discs large 5	Dlg5
CG6509	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	11517081	11508399	-1	Discs large 5	Dlg5
CG34378	PDGF- and VEGF-related factor 3 (Pvf3) encodes a ligand for the receptor tyrosine kinase encoded by Pvr. It has roles in embryonic plasmatocyte survival and migration, and in the proliferation of adult midgut intestinal stem cells. [Date last reviewed: 2019-02-28]	2L	7157695	7098188	-1	PDGF- and VEGF-related factor 3	Pvf3
CG34378	PDGF- and VEGF-related factor 3 (Pvf3) encodes a ligand for the receptor tyrosine kinase encoded by Pvr. It has roles in embryonic plasmatocyte survival and migration, and in the proliferation of adult midgut intestinal stem cells. [Date last reviewed: 2019-02-28]	2L	7157695	7098188	-1	PDGF- and VEGF-related factor 3	Pvf3
CG9506	slow as molasses (slam) encodes a protein involved in cortical polarization and furrow invagination during cellularization, as well in germ cell migration during later embryogenesis. slam RNA co-localizes and forms a complex with its encoded protein, which is needed for full expression and subcellular localization. [Date last reviewed: 2018-11-08]	2L	6377284	6372388	1	slow as molasses	slam
CG9506	slow as molasses (slam) encodes a protein involved in cortical polarization and furrow invagination during cellularization, as well in germ cell migration during later embryogenesis. slam RNA co-localizes and forms a complex with its encoded protein, which is needed for full expression and subcellular localization. [Date last reviewed: 2018-11-08]	2L	6377284	6372388	1	slow as molasses	slam
CG15154	Suppressor of cytokine signaling at 36E (Socs36E) encodes a negative regulator of the JAK/STAT and EGFR pathways. It is a transcriptional target of the product of Stat92E that mediates lysosomal degradation following pathway stimulation and inhibits basal pathway activity. [Date last reviewed: 2019-03-21]	2L	18152417	18138675	-1	Suppressor of cytokine signaling at 36E	Socs36E
CG15154	Suppressor of cytokine signaling at 36E (Socs36E) encodes a negative regulator of the JAK/STAT and EGFR pathways. It is a transcriptional target of the product of Stat92E that mediates lysosomal degradation following pathway stimulation and inhibits basal pathway activity. [Date last reviewed: 2019-03-21]	2L	18152417	18138675	-1	Suppressor of cytokine signaling at 36E	Socs36E
CG17348	derailed (drl) encodes an atypical receptor tyrosine kinase with the product of Wnt5 as a ligand. It controls axon guidance events during neural development. [Date last reviewed: 2019-03-07]	2L	19208621	19190342	1	derailed	drl
CG17348	derailed (drl) encodes an atypical receptor tyrosine kinase with the product of Wnt5 as a ligand. It controls axon guidance events during neural development. [Date last reviewed: 2019-03-07]	2L	19208621	19190342	1	derailed	drl
CG11326	Thrombospondin (Tsp) is expressed in embryonic tendons and is regulated by sr. The product of Tsp serves as a ligand for the integrin subunit encoded by if and is required for muscle adhesion to tendons. [Date last reviewed: 2019-03-14]	2L	6709086	6686791	-1	Thrombospondin	Tsp
CG11326	Thrombospondin (Tsp) is expressed in embryonic tendons and is regulated by sr. The product of Tsp serves as a ligand for the integrin subunit encoded by if and is required for muscle adhesion to tendons. [Date last reviewed: 2019-03-14]	2L	6709086	6686791	-1	Thrombospondin	Tsp
CG34340	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	3692114	3662745	1	Dorsal root ganglia homeobox	Drgx
CG34340	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	3692114	3662745	1	Dorsal root ganglia homeobox	Drgx
CG3324	Protein kinase, cGMP-dependent at 21D (Pkg21D) encodes a Mg[+] dependent-kinase that is activated by cGMP. It contributes to somatic muscle development, salivary gland morphogenesis and epithelial fluid transport. [Date last reviewed: 2019-03-14]	2L	790798	786153	-1	Protein kinase, cGMP-dependent at 21D	Pkg21D
CG3324	Protein kinase, cGMP-dependent at 21D (Pkg21D) encodes a Mg[+] dependent-kinase that is activated by cGMP. It contributes to somatic muscle development, salivary gland morphogenesis and epithelial fluid transport. [Date last reviewed: 2019-03-14]	2L	790798	786153	-1	Protein kinase, cGMP-dependent at 21D	Pkg21D
CG8846	Thor (Thor) encodes a eukaryotic translation initiation factor 4E binding protein that is controlled by the product of tor. It contributes to translation regulation, response to environmental stress and cell growth regulation. [Date last reviewed: 2019-03-14]	2L	3479612	3478434	1	Thor	Thor
CG8846	Thor (Thor) encodes a eukaryotic translation initiation factor 4E binding protein that is controlled by the product of tor. It contributes to translation regulation, response to environmental stress and cell growth regulation. [Date last reviewed: 2019-03-14]	2L	3479612	3478434	1	Thor	Thor
CG4426	asteroid (ast) encodes an interactor protein of the product of Egfr that is involved in photoreceptor and wing development. [Date last reviewed: 2019-03-07]	2L	1080803	1077948	1	asteroid	ast
CG4426	asteroid (ast) encodes an interactor protein of the product of Egfr that is involved in photoreceptor and wing development. [Date last reviewed: 2019-03-07]	2L	1080803	1077948	1	asteroid	ast
CG16858	viking (vkg) encodes a subunit of Collagen IV and a major component of basement membranes. It is secreted by haemocytes and fat body cells and is required for the normal morphogenesis of many tissues. It also contributes to TGF-beta signalling in the early embryo and the developing Malpighian tubules. [Date last reviewed: 2019-03-21]	2L	5028191	5012144	-1	viking	vkg
CG16858	viking (vkg) encodes a subunit of Collagen IV and a major component of basement membranes. It is secreted by haemocytes and fat body cells and is required for the normal morphogenesis of many tissues. It also contributes to TGF-beta signalling in the early embryo and the developing Malpighian tubules. [Date last reviewed: 2019-03-21]	2L	5028191	5012144	-1	viking	vkg
CG5983	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	12916774	12912530	1	Adenylyl cyclase X C	ACXC
CG5983	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	12916774	12912530	1	Adenylyl cyclase X C	ACXC
CG12404	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	13000635	12993757	-1	Yip1 domain-containing 1	Yip1d1
CG12404	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	13000635	12993757	-1	Yip1 domain-containing 1	Yip1d1
CG17174	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	12921008	12916814	1	Adenylyl cyclase X B	ACXB
CG17174	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	12921008	12916814	1	Adenylyl cyclase X B	ACXB
CG17176	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	12925453	12921091	1	Adenylyl cyclase X A	ACXA
CG17176	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	12925453	12921091	1	Adenylyl cyclase X A	ACXA
CG31801	-	2L	18676998	18675183	-1	Male-specific transcript 36Fa	Mst36Fa
CG31801	-	2L	18676998	18675183	-1	Male-specific transcript 36Fa	Mst36Fa
CG14341	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	1167211	1166506	1	-	CG14341
CG31622	Gustatory receptor 39a (Gr39a) encodes a member of the gustatory receptors and is expressed in gustatory sensilla receptor neurons. They detect tastants (non-volatile compounds) via contact chemosensation. [Date last reviewed: 2019-03-07]	2L	21297686	21290734	1	Gustatory receptor 39a	Gr39a
CG31622	Gustatory receptor 39a (Gr39a) encodes a member of the gustatory receptors and is expressed in gustatory sensilla receptor neurons. They detect tastants (non-volatile compounds) via contact chemosensation. [Date last reviewed: 2019-03-07]	2L	21297686	21290734	1	Gustatory receptor 39a	Gr39a
CG17797	Accessory gland protein 29AB (Acp29AB) encodes a predicted C-type lectin that is produced by the male accessory glands and transferred to females during mating. After transfer to mated females, the Acp29AB product is detected in sperm storage organs and in the hemolymph. It plays a role in retention of sperm in storage and sperm competition. [Date last reviewed: 2018-09-20]	2L	8393222	8392456	-1	Accessory gland protein 29AB	Acp29AB
CG17797	Accessory gland protein 29AB (Acp29AB) encodes a predicted C-type lectin that is produced by the male accessory glands and transferred to females during mating. After transfer to mated females, the Acp29AB product is detected in sperm storage organs and in the hemolymph. It plays a role in retention of sperm in storage and sperm competition. [Date last reviewed: 2018-09-20]	2L	8393222	8392456	-1	Accessory gland protein 29AB	Acp29AB
CG9046	-	2L	5957639	5957004	1	Vitelline membrane 26Ab	Vm26Ab
CG9046	-	2L	5957639	5957004	1	Vitelline membrane 26Ab	Vm26Ab
CG9048	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	5960340	5959596	-1	Vitelline membrane 26Aa	Vm26Aa
CG9048	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	5960340	5959596	-1	Vitelline membrane 26Aa	Vm26Aa
CG4605	Accessory gland protein 32CD (Acp32CD) encodes a protein produced in the male accessory glands that is predicted to be secreted. [Date last reviewed: 2019-03-07]	2L	11016571	11015620	1	Accessory gland protein 32CD	Acp32CD
CG4605	Accessory gland protein 32CD (Acp32CD) encodes a protein produced in the male accessory glands that is predicted to be secreted. [Date last reviewed: 2019-03-07]	2L	11016571	11015620	1	Accessory gland protein 32CD	Acp32CD
CG9050	palisade (psd) encodes a secreted protein required during oogenesis to coordinate assembly and cross-linking of the vitelline membrane layer of the eggshell. It is also one of several targets of the sulfotransferase encoded by pip, which is involved in developmental patterning. [Date last reviewed: 2019-02-28]	2L	5964951	5963087	-1	palisade	psd
CG9050	palisade (psd) encodes a secreted protein required during oogenesis to coordinate assembly and cross-linking of the vitelline membrane layer of the eggshell. It is also one of several targets of the sulfotransferase encoded by pip, which is involved in developmental patterning. [Date last reviewed: 2019-02-28]	2L	5964951	5963087	-1	palisade	psd
CG4694	hermaphrodite (her) encodes a zinc finger C2H2 transcription factor involved in sex determination and differentiation. [Date last reviewed: 2019-06-13]	2L	16679691	16677185	1	hermaphrodite	her
CG4694	hermaphrodite (her) encodes a zinc finger C2H2 transcription factor involved in sex determination and differentiation. [Date last reviewed: 2019-06-13]	2L	16679691	16677185	1	hermaphrodite	her
CG4249	crossover suppressor on 2 of Manheim (c(2)M) encodes a Kleisin family member in the cohesin proteins. It interacts with cohesins, such as the products of SMC1 and SMC3, to promote synaptonemal complex assembly in female meiosis. [Date last reviewed: 2019-09-26]	2L	16305940	16303264	1	crossover suppressor on 2 of Manheim	c(2)M
CG4249	crossover suppressor on 2 of Manheim (c(2)M) encodes a Kleisin family member in the cohesin proteins. It interacts with cohesins, such as the products of SMC1 and SMC3, to promote synaptonemal complex assembly in female meiosis. [Date last reviewed: 2019-09-26]	2L	16305940	16303264	1	crossover suppressor on 2 of Manheim	c(2)M
CG16874	Vitelline membrane 32E (Vm32E) encodes a structural component of the vitelline membrane and the endochorion layer. [Date last reviewed: 2019-03-21]	2L	11171665	11171167	-1	Vitelline membrane 32E	Vm32E
CG16874	Vitelline membrane 32E (Vm32E) encodes a structural component of the vitelline membrane and the endochorion layer. [Date last reviewed: 2019-03-21]	2L	11171665	11171167	-1	Vitelline membrane 32E	Vm32E
CG13787	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	7454212	7452520	-1	Gustatory receptor 28a	Gr28a
CG13787	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	7454212	7452520	-1	Gustatory receptor 28a	Gr28a
CG9884	-	2L	2498846	2492955	1	out at first	oaf
CG9884	-	2L	2498846	2492955	1	out at first	oaf
CG44007	-	2L	11928572	11814156	-1	Phosphodiesterase 1c	Pde1c
CG44007	-	2L	11928572	11814156	-1	Phosphodiesterase 1c	Pde1c
CG4145	Collagen type IV alpha 1 (Col4a1) encodes a subunit of Collagen IV and a major component of basement membranes. It is required for muscle and epithelium integrity. [Date last reviewed: 2019-03-07]	2L	5037279	5029609	1	Collagen type IV alpha 1	Col4a1
CG4145	Collagen type IV alpha 1 (Col4a1) encodes a subunit of Collagen IV and a major component of basement membranes. It is required for muscle and epithelium integrity. [Date last reviewed: 2019-03-07]	2L	5037279	5029609	1	Collagen type IV alpha 1	Col4a1
CG8982	Accessory gland protein 26Aa (Acp26Aa) encodes a protein synthesized in male accessory glands. It is transferred during mating to females where it induces an increase in ovulation by relaxing the oviduct via activation of octopaminergic signaling. [Date last reviewed: 2019-03-07]	2L	5893896	5892883	-1	Accessory gland protein 26Aa	Acp26Aa
CG8982	Accessory gland protein 26Aa (Acp26Aa) encodes a protein synthesized in male accessory glands. It is transferred during mating to females where it induces an increase in ovulation by relaxing the oviduct via activation of octopaminergic signaling. [Date last reviewed: 2019-03-07]	2L	5893896	5892883	-1	Accessory gland protein 26Aa	Acp26Aa
CG9024	Accessory gland protein 26Ab (Acp26Ab) encodes a peptide that is produced by male accessory glands and transferred to females during mating. [Date last reviewed: 2019-03-07]	2L	5892862	5892298	-1	Accessory gland protein 26Ab	Acp26Ab
CG9024	Accessory gland protein 26Ab (Acp26Ab) encodes a peptide that is produced by male accessory glands and transferred to females during mating. [Date last reviewed: 2019-03-07]	2L	5892862	5892298	-1	Accessory gland protein 26Ab	Acp26Ab
CG17213	Gustatory receptor 33a (Gr33a) encodes a seven-transmembrane chemoreceptor that is expressed in gustatory receptor neurons. It mainly detects non-volatile repulsive compounds and is involved in sexual behavior. [Date last reviewed: 2018-11-15]	2L	12140392	12138008	1	Gustatory receptor 33a	Gr33a
CG17213	Gustatory receptor 33a (Gr33a) encodes a seven-transmembrane chemoreceptor that is expressed in gustatory receptor neurons. It mainly detects non-volatile repulsive compounds and is involved in sexual behavior. [Date last reviewed: 2018-11-15]	2L	12140392	12138008	1	Gustatory receptor 33a	Gr33a
CG42677	wing blister (wb) encodes one of 2 laminin α chains which assembles into a Laminin molecule. Laminin is an extracellular matrix component that interacts with integrins and mediates cell adhesion, guidance, signalling and basement membrane integrity. [Date last reviewed: 2019-03-21]	2L	14328262	14263027	1	wing blister	wb
CG42677	wing blister (wb) encodes one of 2 laminin α chains which assembles into a Laminin molecule. Laminin is an extracellular matrix component that interacts with integrins and mediates cell adhesion, guidance, signalling and basement membrane integrity. [Date last reviewed: 2019-03-21]	2L	14328262	14263027	1	wing blister	wb
CG5848	cactus (cact) encodes the homolog of mammalian IkappaB. cact product acts as an inhibitor of NF-kappaB signaling by binding to the products of dl and Dif, which prevents their nuclear translocation. Toll signaling promotes the destruction of cact protein, which allows the products of dl and Dif to enter the nucleus and regulate gene expression. [Date last reviewed: 2019-03-21]	2L	16326207	16313036	-1	cactus	cact
CG5848	cactus (cact) encodes the homolog of mammalian IkappaB. cact product acts as an inhibitor of NF-kappaB signaling by binding to the products of dl and Dif, which prevents their nuclear translocation. Toll signaling promotes the destruction of cact protein, which allows the products of dl and Dif to enter the nucleus and regulate gene expression. [Date last reviewed: 2019-03-21]	2L	16326207	16313036	-1	cactus	cact
CG31926	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	1497071	1495460	1	-	CG31926
CG31929	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	1791823	1790617	-1	Gustatory receptor 22c	Gr22c
CG31929	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	1791823	1790617	-1	Gustatory receptor 22c	Gr22c
CG31931	Gustatory receptor 22b (Gr22b) encodes a transmembrane domain protein unrelated to GPCRs that is predicted to mediate response to non-volatile compounds. [Date last reviewed: 2019-03-07]	2L	1793268	1792057	-1	Gustatory receptor 22b	Gr22b
CG31931	Gustatory receptor 22b (Gr22b) encodes a transmembrane domain protein unrelated to GPCRs that is predicted to mediate response to non-volatile compounds. [Date last reviewed: 2019-03-07]	2L	1793268	1792057	-1	Gustatory receptor 22b	Gr22b
CG31930	Gustatory receptor 22d (Gr22d) encodes a transmembrane domain protein unrelated to GPCRs that is predicted to mediate response to non-volatile compounds. [Date last reviewed: 2019-03-07]	2L	1790361	1789141	-1	Gustatory receptor 22d	Gr22d
CG31930	Gustatory receptor 22d (Gr22d) encodes a transmembrane domain protein unrelated to GPCRs that is predicted to mediate response to non-volatile compounds. [Date last reviewed: 2019-03-07]	2L	1790361	1789141	-1	Gustatory receptor 22d	Gr22d
CG31932	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	1756451	1755253	-1	Gustatory receptor 22f	Gr22f
CG31932	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	1756451	1755253	-1	Gustatory receptor 22f	Gr22f
CG31936	Gustatory receptor 22e (Gr22e) encodes a member of the gustatory receptor family in taste organs including the labellum and legs. It functions as both a strychnine and chloroquine receptor with other gustatory receptor components. [Date last reviewed: 2018-11-08]	2L	1785286	1784062	1	Gustatory receptor 22e	Gr22e
CG31936	Gustatory receptor 22e (Gr22e) encodes a member of the gustatory receptor family in taste organs including the labellum and legs. It functions as both a strychnine and chloroquine receptor with other gustatory receptor components. [Date last reviewed: 2018-11-08]	2L	1785286	1784062	1	Gustatory receptor 22e	Gr22e
CG5423	roundabout 3 (robo3) encodes a member of the Robo receptor family that uses the secreted glycoprotein encoded by sli as ligand. It is involved in the development of the nervous system and gonad. [Date last reviewed: 2019-09-12]	2L	1296596	1256417	1	roundabout 3	robo3
CG5423	roundabout 3 (robo3) encodes a member of the Robo receptor family that uses the secreted glycoprotein encoded by sli as ligand. It is involved in the development of the nervous system and gonad. [Date last reviewed: 2019-09-12]	2L	1296596	1256417	1	roundabout 3	robo3
CG6730	-	2L	7607701	7605600	1	Cytochrome P450 4d21	Cyp4d21
CG6730	-	2L	7607701	7605600	1	Cytochrome P450 4d21	Cyp4d21
CG5354	pineapple eye (pie) encodes a protein that contributes to viability of imaginal disc cells and affects germline stem cell renewal. It interacts genetically with the Jak/Stat and BMP pathways. [Date last reviewed: 2019-03-14]	2L	10422780	10420625	-1	pineapple eye	pie
CG5354	pineapple eye (pie) encodes a protein that contributes to viability of imaginal disc cells and affects germline stem cell renewal. It interacts genetically with the Jak/Stat and BMP pathways. [Date last reviewed: 2019-03-14]	2L	10422780	10420625	-1	pineapple eye	pie
CG14916	-	2L	11115823	11114014	1	Gustatory receptor 32a	Gr32a
CG14916	-	2L	11115823	11114014	1	Gustatory receptor 32a	Gr32a
CG8890	-	2L	4977023	4975300	-1	GDP-mannose 4,6-dehydratase	Gmd
CG8890	-	2L	4977023	4975300	-1	GDP-mannose 4,6-dehydratase	Gmd
CG10528	-	2L	19795851	19792773	-1	female sterile (2) ltoPP43	fs(2)ltoPP43
CG10528	-	2L	19795851	19792773	-1	female sterile (2) ltoPP43	fs(2)ltoPP43
CG15396	-	2L	2672186	2669823	1	Gustatory receptor 23a	Gr23a
CG15396	-	2L	2672186	2669823	1	Gustatory receptor 23a	Gr23a
CG7157	Accessory gland protein 36DE (Acp36DE) encodes a glycoprotein produced in male accessory glands and transferred to females during mating. It causes changes in female uterine conformation that assists with the movement of sperm into storage. It influences sperm competition outcomes including the likelihood of storage of a second male's sperm. [Date last reviewed: 2019-03-07]	2L	18359028	18356047	-1	Accessory gland protein 36DE	Acp36DE
CG7157	Accessory gland protein 36DE (Acp36DE) encodes a glycoprotein produced in male accessory glands and transferred to females during mating. It causes changes in female uterine conformation that assists with the movement of sperm into storage. It influences sperm competition outcomes including the likelihood of storage of a second male's sperm. [Date last reviewed: 2019-03-07]	2L	18359028	18356047	-1	Accessory gland protein 36DE	Acp36DE
CG14039	quick-to-court (qtc) encodes an alpha-helical coiled-coiled protein whose mutants exhibit altered male courtship behavior. [Date last reviewed: 2019-03-14]	2L	5070750	5060815	1	quick-to-court	qtc
CG14039	quick-to-court (qtc) encodes an alpha-helical coiled-coiled protein whose mutants exhibit altered male courtship behavior. [Date last reviewed: 2019-03-14]	2L	5070750	5060815	1	quick-to-court	qtc
CG5722	Niemann-Pick type C-1a (Npc1a) encodes a cholesterol trafficking protein that contributes to sterol and ecdysone metabolism. It is involved in sperm individualization. [Date last reviewed: 2019-09-26]	2L	10221216	10213812	-1	Niemann-Pick type C-1a	Npc1a
CG5722	Niemann-Pick type C-1a (Npc1a) encodes a cholesterol trafficking protein that contributes to sterol and ecdysone metabolism. It is involved in sperm individualization. [Date last reviewed: 2019-09-26]	2L	10221216	10213812	-1	Niemann-Pick type C-1a	Npc1a
CG13113	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	9544875	9544171	1	-	CG13113
CG13998	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	5956819	5956489	-1	-	CG13998
CG13997	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	5958631	5958005	-1	Vitelline membrane 26Aac	Vm26Ac
CG13997	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	5958631	5958005	-1	Vitelline membrane 26Aac	Vm26Ac
CG12676	echinoid (ed) encodes a cell adhesion molecule of adherens junctions that mediate cell adhesion/recognition. It participates in multiple signaling pathways including Egfr, Notch and Hippo during organogenesis. It is also required in multiple steps of dorsal closure during embryogenesis. [Date last reviewed: 2019-03-07]	2L	4115749	4031377	1	echinoid	ed
CG12676	echinoid (ed) encodes a cell adhesion molecule of adherens junctions that mediate cell adhesion/recognition. It participates in multiple signaling pathways including Egfr, Notch and Hippo during organogenesis. It is also required in multiple steps of dorsal closure during embryogenesis. [Date last reviewed: 2019-03-07]	2L	4115749	4031377	1	echinoid	ed
CG13948	Gustatory receptor 21a (Gr21a) encodes a transmembrane domain protein unrelated to GPCRs. Together with the product Gr63a, it forms a heteromultimeric receptor for carbon dioxide, an important chemosensory cue for insects. [Date last reviewed: 2019-03-07]	2L	782885	780482	1	Gustatory receptor 21a	Gr21a
CG13948	Gustatory receptor 21a (Gr21a) encodes a transmembrane domain protein unrelated to GPCRs. Together with the product Gr63a, it forms a heteromultimeric receptor for carbon dioxide, an important chemosensory cue for insects. [Date last reviewed: 2019-03-07]	2L	782885	780482	1	Gustatory receptor 21a	Gr21a
CG6555	Accessory gland-specific peptide 33A (Acp33A) encodes a peptide produced by the male accessory glands and transferred to females during mating. [Date last reviewed: 2019-03-07]	2L	11591678	11591339	-1	Accessory gland-specific peptide 33A	Acp33A
CG6555	Accessory gland-specific peptide 33A (Acp33A) encodes a peptide produced by the male accessory glands and transferred to females during mating. [Date last reviewed: 2019-03-07]	2L	11591678	11591339	-1	Accessory gland-specific peptide 33A	Acp33A
CG31755	Sister of Yb (SoYb) encodes a putative RNA helicase in the TDRD12 family. It has an essential role in primary piRNA biogenesis in ovarian somatic cells and is predicted to also have a role in germline piRNA biogenesis. [Date last reviewed: 2019-03-14]	2L	10002736	9996706	-1	Sister of Yb	SoYb
CG31755	Sister of Yb (SoYb) encodes a putative RNA helicase in the TDRD12 family. It has an essential role in primary piRNA biogenesis in ovarian somatic cells and is predicted to also have a role in germline piRNA biogenesis. [Date last reviewed: 2019-03-14]	2L	10002736	9996706	-1	Sister of Yb	SoYb
CG15287	-	2L	14345795	14334158	1	-	CG33090
CG15287	-	2L	14333860	14328429	1	male sterile (2) 34Fe	ms(2)34Fe
CG15287	-	2L	14345795	14334158	1	-	CG33090
CG15287	-	2L	14333860	14328429	1	male sterile (2) 34Fe	ms(2)34Fe
CG31744	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	17180064	17178772	1	Gustatory receptor 36b	Gr36b
CG31744	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	17180064	17178772	1	Gustatory receptor 36b	Gr36b
CG31748	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	17181632	17180338	1	Gustatory receptor 36c	Gr36c
CG31748	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	17181632	17180338	1	Gustatory receptor 36c	Gr36c
CG9999	-	2L	19447317	19441959	1	Ran GTPase activating protein	RanGAP
CG9999	-	2L	19447317	19441959	1	Ran GTPase activating protein	RanGAP
CG6433	quail (qua) encodes a member of the Villin family of F-actin crosslinking proteins. It is involved in wing hair growth and oogenesis. [Date last reviewed: 2019-03-14]	2L	17497208	17486806	-1	quail	qua
CG6433	quail (qua) encodes a member of the Villin family of F-actin crosslinking proteins. It is involved in wing hair growth and oogenesis. [Date last reviewed: 2019-03-14]	2L	17497208	17486806	-1	quail	qua
CG12517	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	10870722	10870167	1	-	CG12517
CG31695	screw (scw) encodes a BMP-type ligand that forms a heterodimer with the product of dpp. The heterodimer is required to achieve the peak levels of BMP signal in the dorsal-most cells of the early blastoderm embryo that are necessary to specify the amnioserosa. [Date last reviewed: 2019-03-14]	2L	19700968	19699379	-1	screw	scw
CG31695	screw (scw) encodes a BMP-type ligand that forms a heterodimer with the product of dpp. The heterodimer is required to achieve the peak levels of BMP signal in the dorsal-most cells of the early blastoderm embryo that are necessary to specify the amnioserosa. [Date last reviewed: 2019-03-14]	2L	19700968	19699379	-1	screw	scw
CG17330	juvenile hormone acid methyltransferase (jhamt) encodes an enzyme that catalyzes (2E, 6E)farnesoate/ Juvenile hormone (JH) acid methylation to produce JH bisepoxide in the corpora allata. Loss of jhamt produces a delayed wandering larval stage and decreased female fecundity. [Date last reviewed: 2019-03-07]	2L	16367039	16365903	1	juvenile hormone acid methyltransferase	jhamt
CG17330	juvenile hormone acid methyltransferase (jhamt) encodes an enzyme that catalyzes (2E, 6E)farnesoate/ Juvenile hormone (JH) acid methylation to produce JH bisepoxide in the corpora allata. Loss of jhamt produces a delayed wandering larval stage and decreased female fecundity. [Date last reviewed: 2019-03-07]	2L	16367039	16365903	1	juvenile hormone acid methyltransferase	jhamt
CG10719	brain tumor (brat) encodes a tumor suppressor that regulates proliferation in the brain. During neural stem cell division, it segregates into one daughter cell where it inhibits protein translation, preventing self-renewal and inducing differentiation. It also acts during oogenesis where it interacts with the products of nos and pum to suppress hb translation. [Date last reviewed: 2019-03-07]	2L	19179758	19133816	1	brain tumor	brat
CG10719	brain tumor (brat) encodes a tumor suppressor that regulates proliferation in the brain. During neural stem cell division, it segregates into one daughter cell where it inhibits protein translation, preventing self-renewal and inducing differentiation. It also acts during oogenesis where it interacts with the products of nos and pum to suppress hb translation. [Date last reviewed: 2019-03-07]	2L	19179758	19133816	1	brain tumor	brat
CG10719	-	-	-	-	-	-	Dyak\GE13236
CG10719	-	-	-	-	-	-	Dsim\GD24188
CG10719	-	-	-	-	-	-	Dere\GG21163
CG31662	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	1794917	1793668	-1	Gustatory receptor 22a	Gr22a
CG31662	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	1794917	1793668	-1	Gustatory receptor 22a	Gr22a
CG31661	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	1498583	1497243	1	-	CG31661
CG9098	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	6012338	6007364	-1	-	CG9098
